data_source,data_source_type,model_name,model_architecture,precision,params_billion,tp,pp,dp,gpu_model,gpu_count_total,gpu_mem_gb,num_nodes,gpus_per_node,interconnect,cloud,region,instance_type,price_per_instance_hour_usd,runtime_stack,task_type,request_pattern,num_requests,max_num_seqs,input_len_tokens_min,input_len_tokens_max,input_len_tokens_avg,input_len_tokens_fixed,output_len_tokens_min,output_len_tokens_max,output_len_tokens_avg,output_len_tokens_fixed,tokens_per_sec_total,tokens_per_sec_per_gpu,tokens_per_sec_prefill,tokens_per_sec_decode,ttft_ms_p50,ttft_ms_p95,ttft_ms_p99,tpot_ms_p50,tpot_ms_p95,tpot_ms_p99,e2e_ms_p50,e2e_ms_p95,e2e_ms_p99,total_cost_usd,cost_per_1m_tokens_total_usd,cost_per_1m_tokens_prefill_usd,cost_per_1m_tokens_decode_usd,is_lmcache,is_continuous_batching,kv_offload_target,cuda_graphs,spec_decode,prefill_decode_ratio,batch_size,model_config_json
dynamo_swept,measured,nvidia/Llama-3.3-70B-Instruct-FP8,LlamaForCausalLM,fp8,70.555009024,8,1,1.0,H100_SXM,8.0,80.0,,,NVLink,,,,,vllm 0.10.1.1,decode,,,128.0,16671.0,16671.0,16671.0,16671.0,,,,,146.3775301898592,18.2971912737324,,146.3775301898592,,,,11.3395675,,,,,,,,,,,,,,,,,"{""architectures"":[""LlamaForCausalLM""],""attention_bias"":false,""attention_dropout"":0.0,""bos_token_id"":128000,""eos_token_id"":[128001,128008,128009],""head_dim"":128,""hidden_act"":""silu"",""hidden_size"":8192,""initializer_range"":0.02,""intermediate_size"":28672,""max_position_embeddings"":131072,""mlp_bias"":false,""model_type"":""llama"",""num_attention_heads"":64,""num_hidden_layers"":80,""num_key_value_heads"":8,""pretraining_tp"":1,""rms_norm_eps"":1e-05,""rope_scaling"":{""factor"":8.0,""high_freq_factor"":4.0,""low_freq_factor"":1.0,""original_max_position_embeddings"":8192,""rope_type"":""llama3""},""rope_theta"":500000.0,""tie_word_embeddings"":false,""torch_dtype"":""bfloat16"",""transformers_version"":""4.51.3"",""use_cache"":true,""vocab_size"":128256}"
dynamo_swept,measured,nvidia/Llama-3.3-70B-Instruct-FP8,LlamaForCausalLM,fp8,70.555009024,8,1,1.0,H100_SXM,8.0,80.0,,,NVLink,,,,,vllm 0.10.1.1,decode,,,128.0,16671.0,16671.0,16671.0,16671.0,,,,,194.0433255882582,24.255415698532275,,194.0433255882582,,,,12.345413666666666,,,,,,,,,,,,,,,,,"{""architectures"":[""LlamaForCausalLM""],""attention_bias"":false,""attention_dropout"":0.0,""bos_token_id"":128000,""eos_token_id"":[128001,128008,128009],""head_dim"":128,""hidden_act"":""silu"",""hidden_size"":8192,""initializer_range"":0.02,""intermediate_size"":28672,""max_position_embeddings"":131072,""mlp_bias"":false,""model_type"":""llama"",""num_attention_heads"":64,""num_hidden_layers"":80,""num_key_value_heads"":8,""pretraining_tp"":1,""rms_norm_eps"":1e-05,""rope_scaling"":{""factor"":8.0,""high_freq_factor"":4.0,""low_freq_factor"":1.0,""original_max_position_embeddings"":8192,""rope_type"":""llama3""},""rope_theta"":500000.0,""tie_word_embeddings"":false,""torch_dtype"":""bfloat16"",""transformers_version"":""4.51.3"",""use_cache"":true,""vocab_size"":128256}"
dynamo_swept,measured,nvidia/Llama-3.3-70B-Instruct-FP8,LlamaForCausalLM,fp8,70.555009024,8,1,1.0,H100_SXM,8.0,80.0,,,NVLink,,,,,vllm 0.10.1.1,decode,,,128.0,16671.0,16671.0,16671.0,16671.0,,,,,234.84470301018814,29.355587876273518,,234.84470301018814,,,,13.20770975,,,,,,,,,,,,,,,,,"{""architectures"":[""LlamaForCausalLM""],""attention_bias"":false,""attention_dropout"":0.0,""bos_token_id"":128000,""eos_token_id"":[128001,128008,128009],""head_dim"":128,""hidden_act"":""silu"",""hidden_size"":8192,""initializer_range"":0.02,""intermediate_size"":28672,""max_position_embeddings"":131072,""mlp_bias"":false,""model_type"":""llama"",""num_attention_heads"":64,""num_hidden_layers"":80,""num_key_value_heads"":8,""pretraining_tp"":1,""rms_norm_eps"":1e-05,""rope_scaling"":{""factor"":8.0,""high_freq_factor"":4.0,""low_freq_factor"":1.0,""original_max_position_embeddings"":8192,""rope_type"":""llama3""},""rope_theta"":500000.0,""tie_word_embeddings"":false,""torch_dtype"":""bfloat16"",""transformers_version"":""4.51.3"",""use_cache"":true,""vocab_size"":128256}"
dynamo_swept,measured,nvidia/Llama-3.3-70B-Instruct-FP8,LlamaForCausalLM,fp8,70.555009024,8,1,1.0,H100_SXM,8.0,80.0,,,NVLink,,,,,vllm 0.10.1.1,decode,,,128.0,16671.0,16671.0,16671.0,16671.0,,,,,267.8687136371798,33.48358920464747,,267.8687136371798,,,,14.12743,,,,,,,,,,,,,,,,,"{""architectures"":[""LlamaForCausalLM""],""attention_bias"":false,""attention_dropout"":0.0,""bos_token_id"":128000,""eos_token_id"":[128001,128008,128009],""head_dim"":128,""hidden_act"":""silu"",""hidden_size"":8192,""initializer_range"":0.02,""intermediate_size"":28672,""max_position_embeddings"":131072,""mlp_bias"":false,""model_type"":""llama"",""num_attention_heads"":64,""num_hidden_layers"":80,""num_key_value_heads"":8,""pretraining_tp"":1,""rms_norm_eps"":1e-05,""rope_scaling"":{""factor"":8.0,""high_freq_factor"":4.0,""low_freq_factor"":1.0,""original_max_position_embeddings"":8192,""rope_type"":""llama3""},""rope_theta"":500000.0,""tie_word_embeddings"":false,""torch_dtype"":""bfloat16"",""transformers_version"":""4.51.3"",""use_cache"":true,""vocab_size"":128256}"
dynamo_swept,measured,nvidia/Llama-3.3-70B-Instruct-FP8,LlamaForCausalLM,fp8,70.555009024,8,1,1.0,H100_SXM,8.0,80.0,,,NVLink,,,,,vllm 0.10.1.1,decode,,,128.0,16671.0,16671.0,16671.0,16671.0,,,,,295.75990161952484,36.969987702440605,,295.75990161952484,,,,15.047366666666663,,,,,,,,,,,,,,,,,"{""architectures"":[""LlamaForCausalLM""],""attention_bias"":false,""attention_dropout"":0.0,""bos_token_id"":128000,""eos_token_id"":[128001,128008,128009],""head_dim"":128,""hidden_act"":""silu"",""hidden_size"":8192,""initializer_range"":0.02,""intermediate_size"":28672,""max_position_embeddings"":131072,""mlp_bias"":false,""model_type"":""llama"",""num_attention_heads"":64,""num_hidden_layers"":80,""num_key_value_heads"":8,""pretraining_tp"":1,""rms_norm_eps"":1e-05,""rope_scaling"":{""factor"":8.0,""high_freq_factor"":4.0,""low_freq_factor"":1.0,""original_max_position_embeddings"":8192,""rope_type"":""llama3""},""rope_theta"":500000.0,""tie_word_embeddings"":false,""torch_dtype"":""bfloat16"",""transformers_version"":""4.51.3"",""use_cache"":true,""vocab_size"":128256}"
dynamo_swept,measured,nvidia/Llama-3.3-70B-Instruct-FP8,LlamaForCausalLM,fp8,70.555009024,8,1,1.0,H100_SXM,8.0,80.0,,,NVLink,,,,,vllm 0.10.1.1,decode,,,128.0,16671.0,16671.0,16671.0,16671.0,,,,,322.29048413616226,40.28631051702028,,322.29048413616226,,,,15.780648428571428,,,,,,,,,,,,,,,,,"{""architectures"":[""LlamaForCausalLM""],""attention_bias"":false,""attention_dropout"":0.0,""bos_token_id"":128000,""eos_token_id"":[128001,128008,128009],""head_dim"":128,""hidden_act"":""silu"",""hidden_size"":8192,""initializer_range"":0.02,""intermediate_size"":28672,""max_position_embeddings"":131072,""mlp_bias"":false,""model_type"":""llama"",""num_attention_heads"":64,""num_hidden_layers"":80,""num_key_value_heads"":8,""pretraining_tp"":1,""rms_norm_eps"":1e-05,""rope_scaling"":{""factor"":8.0,""high_freq_factor"":4.0,""low_freq_factor"":1.0,""original_max_position_embeddings"":8192,""rope_type"":""llama3""},""rope_theta"":500000.0,""tie_word_embeddings"":false,""torch_dtype"":""bfloat16"",""transformers_version"":""4.51.3"",""use_cache"":true,""vocab_size"":128256}"
dynamo_swept,measured,nvidia/Llama-3.3-70B-Instruct-FP8,LlamaForCausalLM,fp8,70.555009024,8,1,1.0,H100_SXM,8.0,80.0,,,NVLink,,,,,vllm 0.10.1.1,decode,,,128.0,16671.0,16671.0,16671.0,16671.0,,,,,342.9450682192472,42.8681335274059,,342.9450682192472,,,,16.676950124999998,,,,,,,,,,,,,,,,,"{""architectures"":[""LlamaForCausalLM""],""attention_bias"":false,""attention_dropout"":0.0,""bos_token_id"":128000,""eos_token_id"":[128001,128008,128009],""head_dim"":128,""hidden_act"":""silu"",""hidden_size"":8192,""initializer_range"":0.02,""intermediate_size"":28672,""max_position_embeddings"":131072,""mlp_bias"":false,""model_type"":""llama"",""num_attention_heads"":64,""num_hidden_layers"":80,""num_key_value_heads"":8,""pretraining_tp"":1,""rms_norm_eps"":1e-05,""rope_scaling"":{""factor"":8.0,""high_freq_factor"":4.0,""low_freq_factor"":1.0,""original_max_position_embeddings"":8192,""rope_type"":""llama3""},""rope_theta"":500000.0,""tie_word_embeddings"":false,""torch_dtype"":""bfloat16"",""transformers_version"":""4.51.3"",""use_cache"":true,""vocab_size"":128256}"
dynamo_swept,measured,nvidia/Llama-3.3-70B-Instruct-FP8,LlamaForCausalLM,fp8,70.555009024,8,1,1.0,H100_SXM,8.0,80.0,,,NVLink,,,,,vllm 0.10.1.1,decode,,,128.0,16671.0,16671.0,16671.0,16671.0,,,,,345.48398859578265,43.18549857447283,,345.48398859578265,,,,18.708698444444444,,,,,,,,,,,,,,,,,"{""architectures"":[""LlamaForCausalLM""],""attention_bias"":false,""attention_dropout"":0.0,""bos_token_id"":128000,""eos_token_id"":[128001,128008,128009],""head_dim"":128,""hidden_act"":""silu"",""hidden_size"":8192,""initializer_range"":0.02,""intermediate_size"":28672,""max_position_embeddings"":131072,""mlp_bias"":false,""model_type"":""llama"",""num_attention_heads"":64,""num_hidden_layers"":80,""num_key_value_heads"":8,""pretraining_tp"":1,""rms_norm_eps"":1e-05,""rope_scaling"":{""factor"":8.0,""high_freq_factor"":4.0,""low_freq_factor"":1.0,""original_max_position_embeddings"":8192,""rope_type"":""llama3""},""rope_theta"":500000.0,""tie_word_embeddings"":false,""torch_dtype"":""bfloat16"",""transformers_version"":""4.51.3"",""use_cache"":true,""vocab_size"":128256}"
dynamo_swept,measured,nvidia/Llama-3.3-70B-Instruct-FP8,LlamaForCausalLM,fp8,70.555009024,8,1,1.0,H100_SXM,8.0,80.0,,,NVLink,,,,,vllm 0.10.1.1,decode,,,128.0,16671.0,16671.0,16671.0,16671.0,,,,,362.2120623709883,45.27650779637354,,362.2120623709883,,,,19.5598189,,,,,,,,,,,,,,,,,"{""architectures"":[""LlamaForCausalLM""],""attention_bias"":false,""attention_dropout"":0.0,""bos_token_id"":128000,""eos_token_id"":[128001,128008,128009],""head_dim"":128,""hidden_act"":""silu"",""hidden_size"":8192,""initializer_range"":0.02,""intermediate_size"":28672,""max_position_embeddings"":131072,""mlp_bias"":false,""model_type"":""llama"",""num_attention_heads"":64,""num_hidden_layers"":80,""num_key_value_heads"":8,""pretraining_tp"":1,""rms_norm_eps"":1e-05,""rope_scaling"":{""factor"":8.0,""high_freq_factor"":4.0,""low_freq_factor"":1.0,""original_max_position_embeddings"":8192,""rope_type"":""llama3""},""rope_theta"":500000.0,""tie_word_embeddings"":false,""torch_dtype"":""bfloat16"",""transformers_version"":""4.51.3"",""use_cache"":true,""vocab_size"":128256}"
dynamo_swept,measured,nvidia/Llama-3.3-70B-Instruct-FP8,LlamaForCausalLM,fp8,70.555009024,8,1,1.0,H100_SXM,8.0,80.0,,,NVLink,,,,,vllm 0.10.1.1,decode,,,128.0,16671.0,16671.0,16671.0,16671.0,,,,,377.3661737022638,47.17077171278297,,377.3661737022638,,,,20.39905509090909,,,,,,,,,,,,,,,,,"{""architectures"":[""LlamaForCausalLM""],""attention_bias"":false,""attention_dropout"":0.0,""bos_token_id"":128000,""eos_token_id"":[128001,128008,128009],""head_dim"":128,""hidden_act"":""silu"",""hidden_size"":8192,""initializer_range"":0.02,""intermediate_size"":28672,""max_position_embeddings"":131072,""mlp_bias"":false,""model_type"":""llama"",""num_attention_heads"":64,""num_hidden_layers"":80,""num_key_value_heads"":8,""pretraining_tp"":1,""rms_norm_eps"":1e-05,""rope_scaling"":{""factor"":8.0,""high_freq_factor"":4.0,""low_freq_factor"":1.0,""original_max_position_embeddings"":8192,""rope_type"":""llama3""},""rope_theta"":500000.0,""tie_word_embeddings"":false,""torch_dtype"":""bfloat16"",""transformers_version"":""4.51.3"",""use_cache"":true,""vocab_size"":128256}"
dynamo_swept,measured,nvidia/Llama-3.3-70B-Instruct-FP8,LlamaForCausalLM,fp8,70.555009024,8,1,1.0,H100_SXM,8.0,80.0,,,NVLink,,,,,vllm 0.10.1.1,decode,,,128.0,16671.0,16671.0,16671.0,16671.0,,,,,390.7915501035994,48.84894376294992,,390.7915501035994,,,,21.2588795,,,,,,,,,,,,,,,,,"{""architectures"":[""LlamaForCausalLM""],""attention_bias"":false,""attention_dropout"":0.0,""bos_token_id"":128000,""eos_token_id"":[128001,128008,128009],""head_dim"":128,""hidden_act"":""silu"",""hidden_size"":8192,""initializer_range"":0.02,""intermediate_size"":28672,""max_position_embeddings"":131072,""mlp_bias"":false,""model_type"":""llama"",""num_attention_heads"":64,""num_hidden_layers"":80,""num_key_value_heads"":8,""pretraining_tp"":1,""rms_norm_eps"":1e-05,""rope_scaling"":{""factor"":8.0,""high_freq_factor"":4.0,""low_freq_factor"":1.0,""original_max_position_embeddings"":8192,""rope_type"":""llama3""},""rope_theta"":500000.0,""tie_word_embeddings"":false,""torch_dtype"":""bfloat16"",""transformers_version"":""4.51.3"",""use_cache"":true,""vocab_size"":128256}"
dynamo_swept,measured,nvidia/Llama-3.3-70B-Instruct-FP8,LlamaForCausalLM,fp8,70.555009024,8,1,1.0,H100_SXM,8.0,80.0,,,NVLink,,,,,vllm 0.10.1.1,decode,,,128.0,32992.0,32992.0,32992.0,32992.0,,,,,69.09163914934723,8.636454893668404,,69.09163914934723,,,,11.141097,,,,,,,,,,,,,,,,,"{""architectures"":[""LlamaForCausalLM""],""attention_bias"":false,""attention_dropout"":0.0,""bos_token_id"":128000,""eos_token_id"":[128001,128008,128009],""head_dim"":128,""hidden_act"":""silu"",""hidden_size"":8192,""initializer_range"":0.02,""intermediate_size"":28672,""max_position_embeddings"":131072,""mlp_bias"":false,""model_type"":""llama"",""num_attention_heads"":64,""num_hidden_layers"":80,""num_key_value_heads"":8,""pretraining_tp"":1,""rms_norm_eps"":1e-05,""rope_scaling"":{""factor"":8.0,""high_freq_factor"":4.0,""low_freq_factor"":1.0,""original_max_position_embeddings"":8192,""rope_type"":""llama3""},""rope_theta"":500000.0,""tie_word_embeddings"":false,""torch_dtype"":""bfloat16"",""transformers_version"":""4.51.3"",""use_cache"":true,""vocab_size"":128256}"
